Order_ID,Customer_ID,Product_ID,Order_Date,Sales
CA-2018-119004,JM-15250,TEC-AC-10003499,23/11/2018,74.112
CA-2018-119004,JM-15250,TEC-PH-10002844,23/11/2018,27.992
CA-2018-119004,JM-15250,OFF-AR-10000390,23/11/2018,3.304
CA-2016-129476,PA-19060,TEC-AC-10000844,15/10/2016,339.96
CA-2018-146780,CV-12805,FUR-FU-10001934,25/12/2018,41.96
CA-2017-128867,CL-12565,OFF-AR-10000380,03/11/2017,75.96
CA-2017-128867,CL-12565,OFF-BI-10003981,03/11/2017,27.24
CA-2015-115259,RC-19960,OFF-FA-10000621,25/08/2015,40.096
CA-2015-115259,RC-19960,OFF-EN-10002600,25/08/2015,4.72
CA-2015-115259,RC-19960,OFF-PA-10004965,25/08/2015,23.976
CA-2015-115259,RC-19960,OFF-EN-10002504,25/08/2015,130.464
CA-2016-110457,DK-13090,FUR-TA-10001768,02/03/2016,787.53
US-2016-136476,GG-14650,OFF-BI-10003650,05/04/2016,157.794
CA-2017-103730,SC-20725,FUR-FU-10002157,12/06/2017,47.04
CA-2017-103730,SC-20725,OFF-BI-10003910,12/06/2017,30.84
CA-2017-103730,SC-20725,OFF-ST-10000777,12/06/2017,226.56
CA-2017-103730,SC-20725,OFF-EN-10002500,12/06/2017,115.02
CA-2017-103730,SC-20725,TEC-PH-10003875,12/06/2017,68.04
US-2015-152030,AD-10180,FUR-CH-10004063,26/12/2015,600.558
US-2015-134614,PF-19165,FUR-TA-10004534,20/09/2015,617.7
US-2018-107272,TS-21610,OFF-BI-10003274,05/11/2018,2.388
US-2018-107272,TS-21610,OFF-ST-10002974,05/11/2018,243.992
US-2017-125969,LS-16975,FUR-CH-10001146,06/11/2017,81.424
US-2017-125969,LS-16975,FUR-FU-10003773,06/11/2017,238.56
US-2018-164147,DW-13585,TEC-PH-10002293,02/02/2018,59.97
US-2018-164147,DW-13585,OFF-PA-10002377,02/02/2018,78.304
US-2018-164147,DW-13585,OFF-FA-10002780,02/02/2018,21.456
CA-2017-145583,LC-16885,OFF-PA-10001804,13/10/2017,20.04
CA-2017-145583,LC-16885,OFF-PA-10001736,13/10/2017,35.44
CA-2017-145583,LC-16885,OFF-AR-10001149,13/10/2017,11.52
CA-2017-145583,LC-16885,OFF-FA-10002988,13/10/2017,4.02
CA-2017-145583,LC-16885,OFF-BI-10004781,13/10/2017,76.176
CA-2017-145583,LC-16885,OFF-SU-10001218,13/10/2017,65.88
CA-2017-145583,LC-16885,FUR-FU-10001706,13/10/2017,43.12
CA-2017-110366,JD-15895,FUR-FU-10004848,05/09/2017,82.8
CA-2018-106180,SH-19975,OFF-AR-10000940,18/09/2018,8.82
CA-2018-106180,SH-19975,OFF-EN-10004030,18/09/2018,10.86
CA-2018-106180,SH-19975,OFF-PA-10004327,18/09/2018,143.7
CA-2018-155376,SG-20080,OFF-AP-10001058,22/12/2018,839.43
CA-2016-110744,HA-14920,OFF-ST-10003656,07/09/2016,671.93
CA-2015-110072,MG-17680,FUR-FU-10000521,22/10/2015,93.888
CA-2017-114489,JE-16165,TEC-PH-10000215,05/12/2017,384.45
CA-2017-114489,JE-16165,TEC-PH-10001448,05/12/2017,149.97
CA-2017-114489,JE-16165,FUR-CH-10000454,05/12/2017,1951.84
CA-2017-114489,JE-16165,OFF-BI-10002735,05/12/2017,171.55
CA-2017-158834,TW-21025,OFF-AP-10000326,13/03/2017,157.92
CA-2017-158834,TW-21025,TEC-PH-10001254,13/03/2017,203.184
CA-2016-124919,SP-20650,OFF-PA-10001950,31/05/2016,58.38
CA-2016-124919,SP-20650,OFF-PA-10002254,31/05/2016,105.52
CA-2016-124919,SP-20650,OFF-ST-10001590,31/05/2016,80.88
CA-2016-118948,NK-18490,OFF-AR-10001547,28/05/2016,6.63
CA-2015-104269,DB-13060,FUR-CH-10004063,01/03/2015,457.568
CA-2017-114104,NP-18670,OFF-LA-10002475,20/11/2017,14.62
CA-2017-114104,NP-18670,TEC-PH-10004536,20/11/2017,944.93
CA-2017-162733,TT-21070,OFF-PA-10002751,11/05/2017,5.98
CA-2016-119697,EM-13960,TEC-AC-10003657,28/12/2016,54.384
CA-2017-154508,RD-19900,OFF-EN-10001990,16/11/2017,28.4
CA-2017-113817,MJ-17740,OFF-BI-10004002,07/11/2017,27.68
CA-2015-139892,BM-11140,OFF-AR-10004441,08/09/2015,9.936
CA-2015-139892,BM-11140,TEC-MA-10000822,08/09/2015,8159.952
CA-2015-139892,BM-11140,OFF-ST-10000991,08/09/2015,275.928
CA-2015-139892,BM-11140,FUR-CH-10004287,08/09/2015,1740.06
CA-2015-139892,BM-11140,OFF-AR-10002656,08/09/2015,32.064
CA-2015-139892,BM-11140,OFF-AP-10002518,08/09/2015,177.98
CA-2015-139892,BM-11140,TEC-PH-10003931,08/09/2015,143.976
CA-2015-118962,CS-12130,OFF-PA-10000659,05/08/2015,20.94
CA-2015-118962,CS-12130,OFF-PA-10001144,05/08/2015,110.96
CA-2015-118962,CS-12130,FUR-CH-10003817,05/08/2015,340.144
US-2015-100853,JB-15400,OFF-AP-10000891,14/09/2015,52.448
US-2015-100853,JB-15400,OFF-LA-10003148,14/09/2015,20.16
US-2018-152366,SJ-20500,OFF-AP-10002684,21/04/2018,97.264
US-2016-101511,JE-15745,FUR-CH-10004698,21/11/2016,396.802
US-2016-101511,JE-15745,OFF-SU-10002189,21/11/2016,15.88
CA-2016-137225,JK-15640,OFF-AR-10001940,15/12/2016,3.28
CA-2015-166191,DK-13150,OFF-ST-10003455,05/12/2015,24.816
CA-2015-166191,DK-13150,TEC-AC-10004659,05/12/2015,408.744
CA-2015-158274,RM-19675,TEC-PH-10003273,19/11/2015,503.96
CA-2015-158274,RM-19675,TEC-PH-10004896,19/11/2015,149.95
CA-2015-158274,RM-19675,TEC-AC-10002345,19/11/2015,29
CA-2017-105018,SK-19990,OFF-BI-10001890,28/11/2017,7.16
CA-2015-123260,FM-14290,TEC-AC-10002323,26/08/2015,176.8
CA-2017-157000,AM-10360,OFF-ST-10001328,16/07/2017,37.224
CA-2017-157000,AM-10360,OFF-PA-10001950,16/07/2017,20.016
CA-2016-102281,MP-17470,FUR-BO-10002613,12/10/2016,899.136
CA-2016-102281,MP-17470,TEC-PH-10001552,12/10/2016,71.76
CA-2016-102281,MP-17470,OFF-PA-10000061,12/10/2016,51.84
CA-2016-102281,MP-17470,FUR-BO-10002545,12/10/2016,626.352
CA-2016-102281,MP-17470,OFF-AR-10003514,12/10/2016,19.9
CA-2016-131457,MZ-17515,OFF-EN-10001509,31/10/2016,14.28
CA-2015-140004,CB-12025,OFF-AR-10004685,21/03/2015,7.408
CA-2015-140004,CB-12025,OFF-AR-10004027,21/03/2015,6.048
CA-2018-107720,VM-21685,OFF-ST-10001414,06/11/2018,46.26
US-2018-124303,FH-14365,OFF-BI-10000343,06/07/2018,2.946
US-2018-124303,FH-14365,OFF-PA-10002749,06/07/2018,16.056
CA-2018-105074,MB-17305,OFF-PA-10002666,24/06/2018,21.744
CA-2015-133690,BS-11755,FUR-TA-10004289,03/08/2015,218.75
CA-2015-133690,BS-11755,OFF-AP-10003622,03/08/2015,2.6
US-2018-116701,LC-17140,OFF-AP-10003217,17/12/2018,66.284
CA-2018-126382,HK-14890,FUR-FU-10002960,03/06/2018,35.168
CA-2018-108329,LE-16810,TEC-PH-10001918,09/12/2018,444.768
CA-2018-135860,JH-15985,OFF-ST-10000642,01/12/2018,83.92
CA-2018-135860,JH-15985,TEC-PH-10001700,01/12/2018,131.98
CA-2018-135860,JH-15985,OFF-BI-10003274,01/12/2018,15.92
CA-2018-135860,JH-15985,OFF-FA-10000134,01/12/2018,52.29
CA-2018-135860,JH-15985,OFF-ST-10001522,01/12/2018,91.99
CA-2016-101007,MS-17980,TEC-AC-10001266,09/02/2016,20.8
CA-2016-146262,VW-21775,OFF-LA-10004544,02/01/2016,23.68
CA-2016-146262,VW-21775,FUR-BO-10004695,02/01/2016,452.45
CA-2016-146262,VW-21775,TEC-PH-10002844,02/01/2016,62.982
CA-2016-146262,VW-21775,TEC-MA-10000864,02/01/2016,1188
CA-2016-146262,VW-21775,TEC-AC-10000109,02/01/2016,89.584
CA-2017-130162,JH-15910,OFF-ST-10001328,28/10/2017,93.06
CA-2017-130162,JH-15910,TEC-PH-10002563,28/10/2017,302.376
CA-2016-169397,JB-15925,OFF-FA-10000585,24/12/2016,5.584
CA-2016-169397,JB-15925,OFF-PA-10004000,24/12/2016,22.704
CA-2016-169397,JB-15925,OFF-BI-10002852,24/12/2016,19.776
CA-2016-169397,JB-15925,FUR-FU-10000087,24/12/2016,72.704
CA-2016-169397,JB-15925,TEC-MA-10001148,24/12/2016,479.988
CA-2016-169397,JB-15925,OFF-AR-10001958,24/12/2016,27.168
CA-2016-163055,DS-13180,OFF-AR-10001026,09/08/2016,2.2
CA-2016-163055,DS-13180,FUR-TA-10003748,09/08/2016,622.45
CA-2016-163055,DS-13180,OFF-ST-10002485,09/08/2016,21.98
US-2016-145436,VD-21670,FUR-CH-10004860,28/02/2016,161.568
US-2016-145436,VD-21670,FUR-CH-10004477,28/02/2016,389.696
US-2015-156216,EA-14035,OFF-BI-10001679,13/09/2015,18.648
US-2018-100930,CS-12400,FUR-TA-10001705,07/04/2018,233.86
US-2018-100930,CS-12400,FUR-TA-10003473,07/04/2018,620.6145
US-2018-100930,CS-12400,OFF-BI-10001679,07/04/2018,5.328
US-2018-100930,CS-12400,FUR-FU-10004017,07/04/2018,258.072
US-2018-100930,CS-12400,TEC-AC-10003832,07/04/2018,617.976
CA-2018-160514,DB-13120,OFF-PA-10002479,12/11/2018,10.56
CA-2017-157749,KL-16645,OFF-PA-10003349,04/06/2017,25.92
CA-2017-157749,KL-16645,FUR-FU-10000576,04/06/2017,419.68
CA-2017-157749,KL-16645,FUR-FU-10004351,04/06/2017,11.688
CA-2017-157749,KL-16645,TEC-PH-10000011,04/06/2017,31.984
CA-2017-157749,KL-16645,FUR-TA-10002607,04/06/2017,177.225
CA-2017-157749,KL-16645,FUR-FU-10002505,04/06/2017,4.044
CA-2017-157749,KL-16645,OFF-AR-10004685,04/06/2017,7.408
CA-2015-131926,DW-13480,FUR-CH-10004063,01/06/2015,2001.86
CA-2015-131926,DW-13480,OFF-ST-10002276,01/06/2015,166.72
CA-2015-131926,DW-13480,OFF-PA-10004082,01/06/2015,47.88
CA-2015-131926,DW-13480,OFF-AP-10002945,01/06/2015,1503.25
CA-2015-131926,DW-13480,OFF-PA-10000061,01/06/2015,25.92
CA-2017-154739,LH-17155,FUR-CH-10002965,10/12/2017,321.568
CA-2017-145625,KC-16540,OFF-PA-10004569,11/09/2017,7.61
CA-2017-145625,KC-16540,TEC-AC-10003832,11/09/2017,3347.37
CA-2017-146941,DL-13315,OFF-ST-10001228,10/12/2017,80.58
CA-2017-146941,DL-13315,OFF-EN-10003296,10/12/2017,361.92
US-2016-159982,DR-12880,FUR-FU-10002505,28/11/2016,12.132
US-2016-159982,DR-12880,OFF-ST-10004804,28/11/2016,82.368
US-2016-159982,DR-12880,OFF-ST-10001590,28/11/2016,53.92
US-2016-159982,DR-12880,TEC-PH-10001580,28/11/2016,647.904
CA-2018-163139,CC-12670,TEC-AC-10000290,01/12/2018,20.37
CA-2018-163139,CC-12670,OFF-ST-10002790,01/12/2018,221.55
CA-2018-163139,CC-12670,OFF-BI-10003460,01/12/2018,17.52
US-2018-155299,Dl-13600,OFF-AP-10002203,08/06/2018,1.624
US-2015-106992,SB-20290,TEC-MA-10000822,19/09/2015,3059.982
US-2015-106992,SB-20290,TEC-MA-10003353,19/09/2015,2519.958
CA-2017-125318,RC-19825,TEC-PH-10001433,06/06/2017,328.224
CA-2016-155040,AH-10210,TEC-AC-10004469,10/11/2016,79.9
CA-2018-136826,CB-12535,OFF-AR-10003602,16/06/2018,14.016
CA-2017-111010,PG-18895,OFF-FA-10003472,22/01/2017,7.56
US-2018-145366,CA-12310,OFF-ST-10004180,09/12/2018,37.208
US-2018-145366,CA-12310,OFF-EN-10004386,09/12/2018,57.576
CA-2018-163979,KH-16690,OFF-ST-10003208,28/12/2018,725.84
CA-2016-155334,HA-14920,TEC-AC-10003628,30/07/2016,209.93
CA-2016-155334,HA-14920,FUR-FU-10003274,30/07/2016,5.28
CA-2016-155334,HA-14920,OFF-BI-10002557,30/07/2016,10.92
CA-2018-118136,BB-10990,OFF-PA-10002615,16/09/2018,8.82
CA-2018-118136,BB-10990,OFF-AR-10001427,16/09/2018,5.98
CA-2018-132976,AG-10495,OFF-PA-10000673,13/10/2018,11.648
CA-2018-132976,AG-10495,OFF-PA-10004470,13/10/2018,18.176
CA-2018-132976,AG-10495,OFF-ST-10000876,13/10/2018,59.712
CA-2018-132976,AG-10495,OFF-LA-10002043,13/10/2018,24.84
US-2016-161991,SC-20725,OFF-BI-10004967,26/09/2016,2.08
US-2016-161991,SC-20725,TEC-PH-10001760,26/09/2016,1114.4
CA-2016-130890,JO-15280,FUR-TA-10002903,02/11/2016,1038.84
CA-2016-130883,TB-21520,OFF-PA-10000474,26/09/2016,141.76
CA-2016-130883,TB-21520,TEC-AC-10001956,26/09/2016,239.8
CA-2016-130883,TB-21520,OFF-PA-10004100,26/09/2016,31.104
CA-2017-112697,AH-10195,OFF-BI-10000778,18/12/2017,254.058
CA-2017-112697,AH-10195,OFF-AP-10002684,18/12/2017,194.528
CA-2017-112697,AH-10195,OFF-SU-10000646,18/12/2017,961.48
CA-2017-110772,NZ-18565,OFF-FA-10002983,20/11/2017,19.096
CA-2017-110772,NZ-18565,OFF-LA-10004689,20/11/2017,18.496
CA-2017-110772,NZ-18565,TEC-AC-10002001,20/11/2017,255.984
CA-2017-110772,NZ-18565,FUR-BO-10004709,20/11/2017,86.97
CA-2015-111451,KL-16555,FUR-FU-10004091,26/12/2015,300.416
CA-2015-111451,KL-16555,FUR-CH-10001891,26/12/2015,230.352
CA-2015-111451,KL-16555,FUR-FU-10002918,26/12/2015,218.352
CA-2015-111451,KL-16555,OFF-BI-10004593,26/12/2015,78.6
CA-2015-111451,KL-16555,OFF-FA-10004854,26/12/2015,27.552
CA-2017-142545,JD-15895,OFF-PA-10002105,28/10/2017,32.4
CA-2017-142545,JD-15895,OFF-ST-10002756,28/10/2017,1082.48
CA-2017-142545,JD-15895,OFF-PA-10004243,28/10/2017,56.91
CA-2017-142545,JD-15895,FUR-FU-10001861,28/10/2017,77.6
CA-2017-142545,JD-15895,OFF-BI-10002706,28/10/2017,14.28
US-2018-152380,JH-15910,FUR-TA-10002533,19/11/2018,219.075
CA-2016-144253,AS-10225,FUR-FU-10002671,04/05/2016,26.8
CA-2015-130960,KB-16600,OFF-AR-10003651,30/12/2015,9.84
CA-2015-111003,CR-12625,OFF-BI-10001072,01/06/2015,45.48
CA-2015-111003,CR-12625,OFF-AR-10002135,01/06/2015,289.2
CA-2018-126774,SH-20395,OFF-AR-10002804,15/04/2018,4.89
CA-2017-142902,BP-11185,FUR-FU-10001918,12/09/2017,15.136
CA-2017-142902,BP-11185,FUR-CH-10004086,12/09/2017,466.768
CA-2017-142902,BP-11185,FUR-FU-10001756,12/09/2017,15.232
CA-2017-142902,BP-11185,OFF-LA-10000634,12/09/2017,6.264
CA-2015-120887,TS-21205,FUR-FU-10001588,27/09/2015,87.54
CA-2015-167850,AG-10525,TEC-PH-10002398,09/08/2015,178.384
CA-2015-167850,AG-10525,OFF-PA-10001937,09/08/2015,15.552
CA-2015-164259,SP-20860,OFF-AR-10003373,28/12/2015,99.136
CA-2015-164973,NM-18445,FUR-CH-10002602,04/11/2015,135.882
CA-2015-164973,NM-18445,TEC-MA-10002927,04/11/2015,3991.98
CA-2015-164973,NM-18445,TEC-PH-10004093,04/11/2015,275.94
CA-2015-164973,NM-18445,TEC-AC-10000892,04/11/2015,360
CA-2015-164973,NM-18445,OFF-ST-10002974,04/11/2015,43.57
CA-2015-156601,FA-14230,OFF-FA-10000624,19/09/2015,7.16
CA-2017-162138,GK-14620,OFF-BI-10004593,23/04/2017,251.52
CA-2017-162138,GK-14620,TEC-AC-10001908,23/04/2017,99.99
CA-2018-153339,DJ-13510,FUR-FU-10001967,03/11/2018,15.992
US-2017-141544,PO-18850,TEC-PH-10003645,30/08/2017,290.898
US-2017-141544,PO-18850,OFF-ST-10000675,30/08/2017,54.224
US-2017-141544,PO-18850,FUR-CH-10003312,30/08/2017,786.744
US-2017-141544,PO-18850,OFF-LA-10001074,30/08/2017,100.24
US-2017-141544,PO-18850,OFF-BI-10001524,30/08/2017,37.764
US-2017-150147,JL-15850,TEC-PH-10004614,25/04/2017,82.8
US-2017-150147,JL-15850,OFF-BI-10001153,25/04/2017,20.724
US-2017-150147,JL-15850,OFF-BI-10001982,25/04/2017,4.896
CA-2016-137946,DB-13615,OFF-BI-10001922,01/09/2016,4.752
CA-2016-137946,DB-13615,TEC-CO-10001449,01/09/2016,959.984
CA-2016-137946,DB-13615,OFF-BI-10004140,01/09/2016,14.368
CA-2015-129924,AC-10420,OFF-BI-10003314,12/07/2015,7.712
CA-2015-129924,AC-10420,FUR-TA-10004575,12/07/2015,698.352
CA-2016-128167,KL-16645,OFF-FA-10000490,22/06/2016,4.96
CA-2015-122336,JD-15895,OFF-AR-10000122,13/04/2015,17.856
CA-2015-122336,JD-15895,OFF-BI-10003656,13/04/2015,509.97
CA-2015-122336,JD-15895,OFF-FA-10002780,13/04/2015,30.992
CA-2015-122336,JD-15895,TEC-PH-10000702,13/04/2015,71.928
US-2016-120712,CS-12130,OFF-ST-10000107,20/12/2016,88.8
CA-2018-169901,CC-12550,TEC-PH-10002293,15/06/2018,47.976
CA-2018-134306,TD-20995,OFF-AR-10004027,08/07/2018,7.56
CA-2018-134306,TD-20995,OFF-PA-10000249,08/07/2018,24.56
CA-2018-134306,TD-20995,OFF-AR-10001374,08/07/2018,12.96
CA-2017-129714,AB-10060,TEC-AC-10000290,01/09/2017,6.79
CA-2017-129714,AB-10060,OFF-PA-10001970,01/09/2017,24.56
CA-2017-129714,AB-10060,OFF-BI-10002160,01/09/2017,3.048
CA-2017-129714,AB-10060,OFF-PA-10001970,01/09/2017,49.12
CA-2017-129714,AB-10060,OFF-BI-10004995,01/09/2017,4355.168
CA-2017-138520,JL-15505,FUR-BO-10002268,08/04/2017,388.704
CA-2017-138520,JL-15505,OFF-EN-10001137,08/04/2017,8.26
CA-2017-138520,JL-15505,OFF-AR-10002399,08/04/2017,17.04
CA-2017-138520,JL-15505,OFF-PA-10002713,08/04/2017,34.4
CA-2017-130001,HK-14890,OFF-PA-10002666,23/04/2017,36.24
CA-2018-155698,VB-21745,OFF-AP-10001124,08/03/2018,647.84
CA-2018-155698,VB-21745,OFF-LA-10001158,08/03/2018,20.7
CA-2018-144904,KW-16435,OFF-LA-10001158,25/09/2018,20.7
CA-2018-144904,KW-16435,FUR-CH-10000785,25/09/2018,488.646
CA-2018-144904,KW-16435,OFF-AR-10003732,25/09/2018,5.56
CA-2018-144904,KW-16435,FUR-FU-10000023,25/09/2018,47.12
CA-2015-123344,JD-16060,OFF-ST-10001713,24/09/2015,211.96
CA-2017-155516,MK-17905,OFF-BI-10002412,21/10/2017,23.2
CA-2017-155516,MK-17905,OFF-SU-10001225,21/10/2017,7.36
CA-2017-155516,MK-17905,OFF-ST-10002406,21/10/2017,104.79
CA-2017-155516,MK-17905,FUR-BO-10002545,21/10/2017,1043.92
CA-2018-104745,GT-14755,OFF-PA-10002036,29/05/2018,25.92
CA-2018-104745,GT-14755,OFF-ST-10002205,29/05/2018,53.424
US-2015-119137,AG-10900,OFF-BI-10001982,23/07/2015,8.16
US-2015-119137,AG-10900,TEC-AC-10003911,23/07/2015,1023.936
US-2015-119137,AG-10900,OFF-AR-10000658,23/07/2015,9.24
US-2015-119137,AG-10900,TEC-AC-10002076,23/07/2015,479.04
US-2017-134656,MM-18280,OFF-PA-10003039,28/09/2017,99.136
US-2018-134481,AR-10405,FUR-TA-10004915,27/08/2018,1488.424
